,x,f(x),dfdx[x],f(x+dx)
101,1.01,4.035149999999995,-1.5194019999999995,4.019955979999995
102,1.02,4.019955979999995,-1.5376159999999999,4.004579819999996
103,1.03,4.004579819999996,-1.5546540000000029,3.9890332799999957
104,1.04,3.9890332799999957,-1.5705279999999995,3.9733279999999955
105,1.05,3.9733279999999955,-1.5852500000000003,3.9574754999999957
106,1.06,3.9574754999999957,-1.5988320000000016,3.9414871799999958
107,1.07,3.9414871799999958,-1.6112860000000016,3.9253743199999955
108,1.08,3.9253743199999955,-1.6226240000000018,3.9091480799999956
109,1.09,3.9091480799999956,-1.6328580000000006,3.8928194999999954
110,1.1,3.8928194999999954,-1.6419999999999977,3.8763994999999953
111,1.11,3.8763994999999953,-1.6500620000000001,3.8598988799999954
112,1.12,3.8598988799999954,-1.6570560000000008,3.8433283199999955
113,1.1300000000000001,3.8433283199999955,-1.6629939999999976,3.8266983799999954
114,1.1400000000000001,3.8266983799999954,-1.6678880000000014,3.8100194999999952
115,1.1500000000000001,3.8100194999999952,-1.6717500000000012,3.7933019999999953
116,1.16,3.7933019999999953,-1.6745920000000005,3.7765560799999953
117,1.17,3.7765560799999953,-1.676426000000001,3.7597918199999953
118,1.18,3.7597918199999953,-1.677264000000001,3.7430191799999952
119,1.19,3.7430191799999952,-1.6771179999999983,3.726247999999995
120,1.2,3.726247999999995,-1.6759999999999984,3.709487999999995
121,1.21,3.709487999999995,-1.673922000000001,3.692748779999995
122,1.22,3.692748779999995,-1.6708960000000008,3.6760398199999953
123,1.23,3.6760398199999953,-1.666934000000003,3.6593704799999953
124,1.24,3.6593704799999953,-1.6620480000000004,3.6427499999999955
125,1.25,3.6427499999999955,-1.65625,3.6261874999999955
126,1.26,3.6261874999999955,-1.6495519999999981,3.6096919799999956
127,1.27,3.6096919799999956,-1.6419659999999983,3.5932723199999956
128,1.28,3.5932723199999956,-1.6335040000000003,3.5769372799999957
129,1.29,3.5769372799999957,-1.6241780000000006,3.5606954999999956
130,1.3,3.5606954999999956,-1.613999999999999,3.5445554999999955
131,1.31,3.5445554999999955,-1.6029820000000008,3.5285256799999956
132,1.32,3.5285256799999956,-1.5911359999999988,3.5126143199999955
133,1.33,3.5126143199999955,-1.578474,3.4968295799999956
134,1.34,3.4968295799999956,-1.5650079999999988,3.4811794999999957
135,1.35,3.4811794999999957,-1.5507499999999972,3.4656719999999956
136,1.36,3.4656719999999956,-1.5357120000000002,3.4503148799999956
137,1.37,3.4503148799999956,-1.5199059999999989,3.4351158199999956
138,1.3800000000000001,3.4351158199999956,-1.503344000000002,3.4200823799999958
139,1.3900000000000001,3.4200823799999958,-1.4860380000000006,3.4052219999999958
140,1.4000000000000001,3.4052219999999958,-1.468,3.390541999999996
141,1.41,3.390541999999996,-1.4492420000000017,3.376049579999996
142,1.42,3.376049579999996,-1.4297759999999968,3.3617518199999963
143,1.43,3.3617518199999963,-1.4096140000000013,3.3476556799999964
144,1.44,3.3476556799999964,-1.388767999999999,3.3337679999999965
145,1.45,3.3337679999999965,-1.3672499999999985,3.3200954999999963
146,1.46,3.3200954999999963,-1.3450720000000018,3.3066447799999965
147,1.47,3.3066447799999965,-1.3222459999999998,3.2934223199999964
148,1.48,3.2934223199999964,-1.2987840000000048,3.2804344799999963
149,1.49,3.2804344799999963,-1.2746980000000043,3.267687499999996
150,1.5,3.267687499999996,-1.25,3.255187499999996
151,1.51,3.255187499999996,-1.224701999999997,3.242940479999996
152,1.52,3.242940479999996,-1.1988159999999972,3.230952319999996
153,1.53,3.230952319999996,-1.1723539999999986,3.219228779999996
154,1.54,3.219228779999996,-1.1453280000000028,3.207775499999996
155,1.55,3.207775499999996,-1.1177499999999938,3.196597999999996
156,1.56,3.196597999999996,-1.0896320000000017,3.1857016799999958
157,1.57,3.1857016799999958,-1.0609860000000033,3.1750918199999956
158,1.58,3.1750918199999956,-1.0318239999999967,3.1647735799999954
159,1.59,3.1647735799999954,-1.0021579999999979,3.1547519999999953
160,1.6,3.1547519999999953,-0.9719999999999942,3.1450319999999956
161,1.61,3.1450319999999956,-0.9413620000000016,3.1356183799999955
162,1.62,3.1356183799999955,-0.9102560000000004,3.1265158199999954
163,1.6300000000000001,3.1265158199999954,-0.8786939999999994,3.1177288799999956
164,1.6400000000000001,3.1177288799999956,-0.8466880000000003,3.1092619999999958
165,1.6500000000000001,3.1092619999999958,-0.8142499999999941,3.101119499999996
166,1.6600000000000001,3.101119499999996,-0.7813920000000039,3.0933055799999956
167,1.67,3.0933055799999956,-0.7481259999999992,3.0858243199999955
168,1.68,3.0858243199999955,-0.7144640000000066,3.0786796799999956
169,1.69,3.0786796799999956,-0.6804180000000031,3.0718754999999955
170,1.7,3.0718754999999955,-0.6460000000000079,3.0654154999999954
171,1.71,3.0654154999999954,-0.611222000000005,3.0593032799999955
172,1.72,3.0593032799999955,-0.5760959999999997,3.0535423199999956
173,1.73,3.0535423199999956,-0.5406340000000007,3.0481359799999956
174,1.74,3.0481359799999956,-0.5048479999999955,3.0430874999999955
175,1.75,3.0430874999999955,-0.46875,3.0383999999999953
176,1.76,3.0383999999999953,-0.4323520000000016,3.0340764799999955
177,1.77,3.0340764799999955,-0.3956659999999914,3.0301198199999955
178,1.78,3.0301198199999955,-0.358704000000003,3.0265327799999953
179,1.79,3.0265327799999953,-0.32147799999999904,3.0233179999999953
180,1.8,3.0233179999999953,-0.2839999999999989,3.0204779999999953
181,1.81,3.0204779999999953,-0.24628200000000078,3.0180151799999955
182,1.82,3.0180151799999955,-0.20833599999999564,3.0159318199999956
183,1.83,3.0159318199999956,-0.17017399999999583,3.0142300799999955
184,1.84,3.0142300799999955,-0.13180800000000303,3.0129119999999956
185,1.85,3.0129119999999956,-0.09324999999999406,3.011979499999996
186,1.86,3.011979499999996,-0.05451199999999545,3.011434379999996
187,1.87,3.011434379999996,-0.015605999999998232,3.0112783199999957
188,1.8800000000000001,3.0112783199999957,0.02345600000000303,3.0115128799999957
189,1.8900000000000001,3.0115128799999957,0.062661999999996,3.0121394999999955
190,1.9000000000000001,3.0121394999999955,0.10200000000000387,3.0131594999999955
191,1.9100000000000001,3.0131594999999955,0.14145800000000008,3.0145740799999956
192,1.92,3.0145740799999956,0.18102400000000785,3.016384319999996
193,1.93,3.016384319999996,0.2206860000000006,3.0185911799999956
194,1.94,3.0185911799999956,0.26043200000000155,3.0211954999999957
195,1.95,3.0211954999999957,0.30024999999999835,3.0241979999999957
196,1.96,3.0241979999999957,0.3401279999999929,3.0275992799999956
197,1.97,3.0275992799999956,0.3800540000000012,3.0313998199999954
198,1.98,3.0313998199999954,0.4200159999999933,3.0355999799999953
199,1.99,3.0355999799999953,0.4600020000000029,3.040199999999995
200,2.0,3.040199999999995,0.5,3.045199999999995
201,2.0100000000000002,3.045199999999995,0.5399979999999971,3.050599979999995
202,2.02,3.050599979999995,0.5799839999999961,3.056399819999995
203,2.0300000000000002,3.056399819999995,0.6199459999999917,3.062599279999995
204,2.04,3.062599279999995,0.659872,3.0691979999999948
205,2.05,3.0691979999999948,0.6997499999999945,3.0761954999999945
206,2.06,3.0761954999999945,0.7395679999999913,3.0835911799999947
207,2.07,3.0835911799999947,0.7793139999999923,3.0913843199999946
208,2.08,3.0913843199999946,0.8189760000000064,3.0995740799999947
209,2.09,3.0995740799999947,0.8585419999999999,3.108159499999995
210,2.1,3.108159499999995,0.8979999999999961,3.1171394999999946
211,2.11,3.1171394999999946,0.937338000000004,3.1265128799999946
212,2.12,3.1265128799999946,0.9765440000000041,3.136278319999995
213,2.13,3.136278319999995,1.0156059999999982,3.1464343799999948
214,2.14,3.1464343799999948,1.0545119999999955,3.1569794999999945
215,2.15,3.1569794999999945,1.0932499999999976,3.1679119999999945
216,2.16,3.1679119999999945,1.1318079999999924,3.1792300799999946
217,2.17,3.1792300799999946,1.170174000000003,3.1909318199999945
218,2.18,3.1909318199999945,1.2083359999999956,3.2030151799999946
219,2.19,3.2030151799999946,1.2462820000000079,3.2154779999999947
220,2.2,3.2154779999999947,1.284000000000006,3.228317999999995
221,2.21,3.228317999999995,1.321477999999999,3.241532779999995
222,2.22,3.241532779999995,1.358704000000003,3.255119819999995
223,2.23,3.255119819999995,1.3956659999999985,3.269076479999995
224,2.24,3.269076479999995,1.4323519999999945,3.283399999999995
225,2.25,3.283399999999995,1.46875,3.298087499999995
226,2.2600000000000002,3.298087499999995,1.5048480000000097,3.313135979999995
227,2.27,3.313135979999995,1.5406340000000043,3.328542319999995
228,2.2800000000000002,3.328542319999995,1.5760959999999997,3.344303279999995
229,2.29,3.344303279999995,1.6112220000000121,3.3604154999999953
230,2.3000000000000003,3.3604154999999953,1.6459999999999937,3.3768754999999953
231,2.31,3.3768754999999953,1.6804179999999889,3.393679679999995
232,2.32,3.393679679999995,1.7144639999999995,3.4108243199999952
233,2.33,3.4108243199999952,1.7481260000000063,3.4283055799999955
234,2.34,3.4283055799999955,1.7813919999999968,3.4461194999999956
235,2.35,3.4461194999999956,1.8142500000000084,3.4642619999999957
236,2.36,3.4642619999999957,1.8466879999999932,3.482728879999996
237,2.37,3.482728879999996,1.8786939999999888,3.501515819999996
238,2.38,3.501515819999996,1.910256000000004,3.5206183799999957
239,2.39,3.5206183799999957,1.9413620000000051,3.5400319999999956
240,2.4,3.5400319999999956,1.9720000000000084,3.5597519999999956
241,2.41,3.5597519999999956,2.0021580000000014,3.5797735799999955
242,2.42,3.5797735799999955,2.031823999999993,3.6000918199999954
243,2.43,3.6000918199999954,2.0609859999999927,3.6207016799999954
244,2.44,3.6207016799999954,2.0896319999999946,3.6415979999999952
245,2.45,3.6415979999999952,2.117750000000008,3.6627754999999955
246,2.46,3.6627754999999955,2.145327999999992,3.6842287799999953
247,2.47,3.6842287799999953,2.1723539999999986,3.7059523199999953
248,2.48,3.7059523199999953,2.1988160000000008,3.727940479999995
249,2.49,3.727940479999995,2.2247020000000006,3.750187499999995
250,2.5,3.750187499999995,2.25,3.772687499999995
251,2.5100000000000002,3.772687499999995,2.274698000000008,3.795434479999995
252,2.52,3.795434479999995,2.298784000000005,3.818422319999995
253,2.5300000000000002,3.818422319999995,2.322246,3.841644779999995
254,2.54,3.841644779999995,2.345072000000002,3.865095499999995
255,2.5500000000000003,3.865095499999995,2.3672499999999985,3.888767999999995
256,2.56,3.888767999999995,2.388767999999999,3.912655679999995
257,2.57,3.912655679999995,2.4096139999999906,3.9367518199999947
258,2.58,3.9367518199999947,2.429775999999997,3.9610495799999947
259,2.59,3.9610495799999947,2.449241999999998,3.985541999999995
260,2.6,3.985541999999995,2.4680000000000035,4.010221999999995
261,2.61,4.010221999999995,2.4860379999999935,4.035082379999995
262,2.62,4.035082379999995,2.5033440000000056,4.060115819999995
263,2.63,4.060115819999995,2.519906000000006,4.085314879999995
264,2.64,4.085314879999995,2.5357120000000037,4.110671999999995
265,2.65,4.110671999999995,2.5507500000000007,4.136179499999995
266,2.66,4.136179499999995,2.5650079999999917,4.161829579999995
267,2.67,4.161829579999995,2.578473999999993,4.1876143199999944
268,2.68,4.1876143199999944,2.591136000000006,4.213525679999995
269,2.69,4.213525679999995,2.6029819999999972,4.2395554999999945
270,2.7,4.2395554999999945,2.6140000000000114,4.265695499999994
271,2.71,4.265695499999994,2.6241779999999935,4.291937279999995
272,2.72,4.291937279999995,2.633504000000002,4.318272319999995
273,2.73,4.318272319999995,2.6419659999999965,4.344691979999995
274,2.74,4.344691979999995,2.649552,4.371187499999995
275,2.75,4.371187499999995,2.65625,4.397749999999995
276,2.7600000000000002,4.397749999999995,2.6620479999999915,4.424370479999995
277,2.77,4.424370479999995,2.666934000000012,4.451039819999995
278,2.7800000000000002,4.451039819999995,2.670895999999999,4.477748779999994
279,2.79,4.477748779999994,2.6739219999999975,4.504487999999994
280,2.8000000000000003,4.504487999999994,2.675999999999995,4.531247999999994
281,2.81,4.531247999999994,2.677118,4.558019179999994
282,2.82,4.558019179999994,2.677264000000001,4.584791819999994
283,2.83,4.584791819999994,2.6764259999999993,4.611556079999994
284,2.84,4.611556079999994,2.674592000000011,4.638301999999994
285,2.85,4.638301999999994,2.671749999999996,4.665019499999994
286,2.86,4.665019499999994,2.6678879999999907,4.691698379999994
287,2.87,4.691698379999994,2.6629939999999976,4.718328319999994
288,2.88,4.718328319999994,2.6570560000000043,4.744898879999994
289,2.89,4.744898879999994,2.6500619999999913,4.771399499999994
290,2.9,4.771399499999994,2.642000000000003,4.797819499999994
291,2.91,4.797819499999994,2.632858000000013,4.824148079999994
292,2.92,4.824148079999994,2.6226239999999947,4.850374319999994
293,2.93,4.850374319999994,2.611286000000007,4.8764871799999945
294,2.94,4.8764871799999945,2.5988319999999945,4.902475499999994
295,2.95,4.902475499999994,2.585249999999995,4.928327999999994
296,2.96,4.928327999999994,2.570527999999989,4.954033279999994
297,2.97,4.954033279999994,2.5546540000000064,4.979579819999993
298,2.98,4.979579819999993,2.5376159999999928,5.004955979999993
299,2.99,5.004955979999993,2.5194019999999995,5.030149999999993
300,3.0,5.030149999999993,2.5,5.055149999999993
301,3.0100000000000002,5.055149999999993,2.4793980000000104,5.079943979999993
302,3.02,5.079943979999993,2.457584000000004,5.104519819999993
303,3.0300000000000002,5.104519819999993,2.4345459999999903,5.128865279999993
304,3.04,5.128865279999993,2.410272000000006,5.152967999999993
305,3.0500000000000003,5.152967999999993,2.384750000000004,5.176815499999994
306,3.06,5.176815499999994,2.3579679999999996,5.200395179999994
307,3.0700000000000003,5.200395179999994,2.329913999999988,5.223694319999994
308,3.08,5.223694319999994,2.3005759999999924,5.246700079999994
309,3.09,5.246700079999994,2.2699420000000146,5.269399499999994
310,3.1,5.269399499999994,2.2380000000000138,5.291779499999994
311,3.11,5.291779499999994,2.2047379999999848,5.313826879999994
312,3.12,5.313826879999994,2.1701440000000005,5.3355283199999946
313,3.13,5.3355283199999946,2.134205999999992,5.356870379999995
314,3.14,5.356870379999995,2.096911999999996,5.377839499999995
315,3.15,5.377839499999995,2.058250000000001,5.398421999999995
316,3.16,5.398421999999995,2.0182080000000084,5.418604079999994
317,3.17,5.418604079999994,1.976773999999999,5.438371819999994
318,3.18,5.438371819999994,1.9339359999999957,5.457711179999994
319,3.19,5.457711179999994,1.8896820000000076,5.476607999999994
320,3.2,5.476607999999994,1.8440000000000083,5.495047999999994
321,3.21,5.495047999999994,1.7968780000000066,5.513016779999995
322,3.22,5.513016779999995,1.7483039999999903,5.530499819999995
323,3.23,5.530499819999995,1.6982660000000038,5.547482479999995
324,3.24,5.547482479999995,1.6467520000000064,5.563949999999995
325,3.25,5.563949999999995,1.59375,5.579887499999995
326,3.2600000000000002,5.579887499999995,1.5392480000000006,5.595279979999995
327,3.27,5.595279979999995,1.4832339999999817,5.6101123199999945
328,3.2800000000000002,5.6101123199999945,1.425696000000002,5.6243692799999945
329,3.29,5.6243692799999945,1.3666219999999925,5.638035499999995
330,3.3000000000000003,5.638035499999995,1.3060000000000116,5.651095499999995
331,3.31,5.651095499999995,1.2438180000000187,5.663533679999995
332,3.3200000000000003,5.663533679999995,1.1800639999999731,5.675334319999995
333,3.33,5.675334319999995,1.1147260000000045,5.686481579999995
334,3.34,5.686481579999995,1.0477920000000154,5.696959499999996
335,3.35,5.696959499999996,0.9792500000000075,5.706751999999995
336,3.36,5.706751999999995,0.9090879999999828,5.715842879999995
337,3.37,5.715842879999995,0.837294,5.724215819999995
338,3.38,5.724215819999995,0.7638559999999899,5.731854379999995
339,3.39,5.731854379999995,0.688761999999997,5.738741999999995
340,3.4,5.738741999999995,0.6119999999999806,5.744861999999995
341,3.41,5.744861999999995,0.5335579999999993,5.750197579999995
342,3.42,5.750197579999995,0.4534239999999983,5.754731819999995
343,3.43,5.754731819999995,0.37158600000000774,5.758447679999994
344,3.44,5.758447679999994,0.2880320000000012,5.7613279999999945
345,3.45,5.7613279999999945,0.20274999999999466,5.763355499999994
346,3.46,5.763355499999994,0.11572800000000427,5.764512779999994
347,3.47,5.764512779999994,0.026953999999989264,5.764782319999994
348,3.48,5.764782319999994,-0.06358399999997744,5.764146479999994
349,3.49,5.764146479999994,-0.15589800000002185,5.762587499999993
350,3.5,5.762587499999993,-0.25,5.760087499999993
351,3.5100000000000002,5.760087499999993,-0.3459020000000095,5.756628479999993
352,3.52,5.756628479999993,-0.4436160000000058,5.752192319999993
353,3.5300000000000002,5.752192319999993,-0.5431540000000012,5.746760779999993
354,3.54,5.746760779999993,-0.6445279999999798,5.740315499999993
355,3.5500000000000003,5.740315499999993,-0.7477499999999964,5.732837999999993
356,3.56,5.732837999999993,-0.8528320000000065,5.724309679999993
357,3.5700000000000003,5.724309679999993,-0.9597860000000082,5.714711819999993
358,3.58,5.714711819999993,-1.068624000000014,5.704025579999993
359,3.59,5.704025579999993,-1.1793579999999935,5.692231999999993
360,3.6,5.692231999999993,-1.2920000000000016,5.679311999999992
361,3.61,5.679311999999992,-1.4065619999999939,5.665246379999992
362,3.62,5.665246379999992,-1.523056000000011,5.650015819999992
363,3.63,5.650015819999992,-1.6414940000000087,5.633600879999992
364,3.64,5.633600879999992,-1.761887999999999,5.615981999999993
365,3.65,5.615981999999993,-1.8842499999999944,5.597139499999993
366,3.66,5.597139499999993,-2.008591999999993,5.577053579999993
367,3.67,5.577053579999993,-2.134925999999993,5.555704319999993
368,3.68,5.555704319999993,-2.2632640000000066,5.533071679999993
369,3.69,5.533071679999993,-2.393618000000018,5.509135499999993
370,3.7,5.509135499999993,-2.525999999999982,5.483875499999994
371,3.71,5.483875499999994,-2.660422000000011,5.457271279999993
372,3.72,5.457271279999993,-2.7968959999999896,5.4293023199999935
373,3.73,5.4293023199999935,-2.9354339999999866,5.399947979999993
374,3.74,5.399947979999993,-3.076048,5.369187499999994
375,3.75,5.369187499999994,-3.21875,5.3369999999999935
376,3.7600000000000002,5.3369999999999935,-3.3635519999999985,5.303364479999994
377,3.77,5.303364479999994,-3.510466000000008,5.268259819999994
378,3.7800000000000002,5.268259819999994,-3.6595040000000267,5.231664779999994
379,3.79,5.231664779999994,-3.810677999999996,5.193557999999994
380,3.8000000000000003,5.193557999999994,-3.9639999999999986,5.153917999999994
381,3.81,5.153917999999994,-4.119482000000019,5.1127231799999935
382,3.8200000000000003,5.1127231799999935,-4.277135999999999,5.069951819999994
383,3.83,5.069951819999994,-4.436973999999992,5.025582079999994
384,3.84,5.025582079999994,-4.599007999999969,4.979591999999995
385,3.85,4.979591999999995,-4.763249999999999,4.931959499999995
386,3.86,4.931959499999995,-4.929711999999995,4.882662379999995
387,3.87,4.882662379999995,-5.098406000000011,4.831678319999995
388,3.88,4.831678319999995,-5.269344000000004,4.778984879999995
389,3.89,4.778984879999995,-5.442537999999999,4.724559499999995
390,3.9,4.724559499999995,-5.618000000000009,4.668379499999995
391,3.91,4.668379499999995,-5.79574199999999,4.610422079999995
392,3.92,4.610422079999995,-5.97577600000001,4.550664319999995
393,3.93,4.550664319999995,-6.158114000000026,4.489083179999994
394,3.94,4.489083179999994,-6.342767999999992,4.425655499999994
395,3.95,4.425655499999994,-6.529749999999993,4.360357999999994
396,3.96,4.360357999999994,-6.7190720000000255,4.293167279999994
397,3.97,4.293167279999994,-6.910746000000003,4.224059819999995
398,3.98,4.224059819999995,-7.104783999999995,4.153011979999994
399,3.99,4.153011979999994,-7.301198000000028,4.079999999999994
